engine_id,cycle,RUL,family,candidate_id,rul_region,raw_score,pooled_reference_percentile,engine_balanced_reference_percentile,raw_crossing,trailing_crossing_count,persistence_satisfied,alert_latched,trace_role
43,1,206,lof,lof_k50,healthy,1.0896778624334993,0.7917582417582417,0.7800925925925926,False,0,0,False,minimum_lead
43,2,205,lof,lof_k50,healthy,1.0349663880970894,0.5164835164835165,0.5023148148148148,False,0,0,False,minimum_lead
43,3,204,lof,lof_k50,healthy,0.9892989130939918,0.1159340659340659,0.1111111111111111,False,0,0,False,minimum_lead
43,4,203,lof,lof_k50,healthy,0.9963296122823072,0.1686813186813187,0.1944444444444444,False,0,0,False,minimum_lead
43,5,202,lof,lof_k50,healthy,1.0508985378619289,0.6120879120879121,0.5995370370370371,False,0,0,False,minimum_lead
43,6,201,lof,lof_k50,healthy,1.0146088551699892,0.3406593406593406,0.3379629629629629,False,0,0,False,minimum_lead
43,7,200,lof,lof_k50,healthy,0.9977949494015368,0.1846153846153846,0.2013888888888889,False,0,0,False,minimum_lead
43,8,199,lof,lof_k50,healthy,1.044533837538902,0.5763736263736263,0.5648148148148148,False,0,0,False,minimum_lead
43,9,198,lof,lof_k50,healthy,1.0476364757480223,0.5967032967032967,0.5810185185185185,False,0,0,False,minimum_lead
43,10,197,lof,lof_k50,healthy,1.0286201367879984,0.4620879120879121,0.4583333333333333,False,0,0,False,minimum_lead
43,11,196,lof,lof_k50,healthy,1.1328641700297906,0.8895604395604395,0.8842592592592593,False,0,0,False,minimum_lead
43,12,195,lof,lof_k50,healthy,0.9874891740024496,0.1010989010989011,0.099537037037037,False,0,0,False,minimum_lead
43,13,194,lof,lof_k50,healthy,0.9824147086432744,0.0648351648351648,0.074074074074074,False,0,0,False,minimum_lead
43,14,193,lof,lof_k50,healthy,1.076159473616236,0.7362637362637363,0.7291666666666666,False,0,0,False,minimum_lead
43,15,192,lof,lof_k50,healthy,1.0015358691556169,0.2214285714285714,0.2407407407407407,False,0,0,False,minimum_lead
43,16,191,lof,lof_k50,healthy,1.0225434556427555,0.4137362637362637,0.412037037037037,False,0,0,False,minimum_lead
43,17,190,lof,lof_k50,healthy,1.0653669109530697,0.6868131868131868,0.6712962962962963,False,0,0,False,minimum_lead
43,18,189,lof,lof_k50,healthy,1.0121923759849285,0.3192307692307692,0.3148148148148148,False,0,0,False,minimum_lead
43,19,188,lof,lof_k50,healthy,1.1098246243468133,0.845054945054945,0.8356481481481481,False,0,0,False,minimum_lead
43,20,187,lof,lof_k50,healthy,0.9788612997705962,0.0417582417582417,0.0486111111111111,False,0,0,False,minimum_lead
43,21,186,lof,lof_k50,healthy,1.0383893656173575,0.539010989010989,0.5347222222222222,False,0,0,False,minimum_lead
43,22,185,lof,lof_k50,healthy,0.9910957605500812,0.1291208791208791,0.125,False,0,0,False,minimum_lead
43,23,184,lof,lof_k50,healthy,1.0833352275550532,0.7675824175824176,0.7476851851851852,False,0,0,False,minimum_lead
43,24,183,lof,lof_k50,healthy,1.0853760639932917,0.7752747252747253,0.7615740740740741,False,0,0,False,minimum_lead
43,25,182,lof,lof_k50,healthy,1.0214784205225127,0.4049450549450549,0.4027777777777778,False,0,0,False,minimum_lead
43,26,181,lof,lof_k50,healthy,0.9959308505813734,0.167032967032967,0.1921296296296296,False,0,0,False,minimum_lead
43,27,180,lof,lof_k50,healthy,0.9937672517455486,0.15,0.1643518518518518,False,0,0,False,minimum_lead
43,28,179,lof,lof_k50,healthy,1.0026935471928953,0.2329670329670329,0.2453703703703703,False,0,0,False,minimum_lead
43,29,178,lof,lof_k50,healthy,0.9907532746110664,0.1263736263736263,0.1226851851851851,False,0,0,False,minimum_lead
43,30,177,lof,lof_k50,healthy,1.0260235416005894,0.4434065934065934,0.4375,False,0,0,False,minimum_lead
43,31,176,lof,lof_k50,healthy,0.9845042370500112,0.0791208791208791,0.0810185185185185,False,0,0,False,minimum_lead
43,32,175,lof,lof_k50,healthy,1.0639266830737752,0.6807692307692308,0.6620370370370371,False,0,0,False,minimum_lead
43,33,174,lof,lof_k50,healthy,1.0433109541712593,0.5686813186813187,0.5625,False,0,0,False,minimum_lead
43,34,173,lof,lof_k50,healthy,1.0596224682765438,0.6631868131868132,0.6458333333333334,False,0,0,False,minimum_lead
43,35,172,lof,lof_k50,healthy,1.0695288471267586,0.7027472527472527,0.6898148148148148,False,0,0,False,minimum_lead
43,36,171,lof,lof_k50,healthy,0.9841283736197474,0.0741758241758241,0.0787037037037037,False,0,0,False,minimum_lead
43,37,170,lof,lof_k50,healthy,1.0830753679760508,0.765934065934066,0.7476851851851852,False,0,0,False,minimum_lead
43,38,169,lof,lof_k50,healthy,1.0998184592696492,0.817032967032967,0.8078703703703703,False,0,0,False,minimum_lead
43,39,168,lof,lof_k50,healthy,1.065437182400715,0.6868131868131868,0.6712962962962963,False,0,0,False,minimum_lead
43,40,167,lof,lof_k50,healthy,1.149598382774565,0.9175824175824177,0.914351851851852,False,0,0,False,minimum_lead
43,41,166,lof,lof_k50,healthy,1.128799858009503,0.8813186813186813,0.8726851851851852,False,0,0,False,minimum_lead
43,42,165,lof,lof_k50,healthy,1.0350319393626108,0.5164835164835165,0.5023148148148148,False,0,0,False,minimum_lead
43,43,164,lof,lof_k50,healthy,1.0120360457523443,0.3164835164835164,0.3148148148148148,False,0,0,False,minimum_lead
43,44,163,lof,lof_k50,healthy,1.257135160981089,0.9884615384615384,0.9861111111111112,False,0,0,False,minimum_lead
43,45,162,lof,lof_k50,healthy,1.193543860839051,0.9626373626373628,0.9560185185185184,False,0,0,False,minimum_lead
43,46,161,lof,lof_k50,healthy,1.0958077623287583,0.8076923076923077,0.7962962962962963,False,0,0,False,minimum_lead
43,47,160,lof,lof_k50,healthy,1.0629985504116617,0.676923076923077,0.6620370370370371,False,0,0,False,minimum_lead
43,48,159,lof,lof_k50,healthy,1.10321305310257,0.8247252747252747,0.8125,False,0,0,False,minimum_lead
43,49,158,lof,lof_k50,healthy,0.9932918332668548,0.1445054945054945,0.1574074074074074,False,0,0,False,minimum_lead
43,50,157,lof,lof_k50,healthy,0.9859254064043484,0.0901098901098901,0.0902777777777777,False,0,0,False,minimum_lead
43,51,156,lof,lof_k50,healthy,1.0451081993247135,0.5807692307692308,0.5694444444444444,False,0,0,False,minimum_lead
43,52,155,lof,lof_k50,healthy,1.0987545552763682,0.8153846153846154,0.8055555555555556,False,0,0,False,minimum_lead
43,53,154,lof,lof_k50,healthy,1.1606282889336852,0.9291208791208792,0.9236111111111112,False,0,0,False,minimum_lead
43,54,153,lof,lof_k50,healthy,1.0271606726036775,0.4510989010989011,0.4467592592592592,False,0,0,False,minimum_lead
43,55,152,lof,lof_k50,healthy,1.0311163520867923,0.4868131868131868,0.4837962962962963,False,0,0,False,minimum_lead
43,56,151,lof,lof_k50,healthy,1.0230724779482685,0.4186813186813187,0.4166666666666667,False,0,0,False,minimum_lead
43,57,150,lof,lof_k50,healthy,1.1169989353443628,0.8582417582417582,0.8495370370370371,False,0,0,False,minimum_lead
43,58,149,lof,lof_k50,healthy,1.1450400094785316,0.9076923076923076,0.9027777777777778,False,0,0,False,minimum_lead
43,59,148,lof,lof_k50,healthy,1.0967330971116,0.8104395604395604,0.8032407407407407,False,0,0,False,minimum_lead
43,60,147,lof,lof_k50,healthy,0.9859015219595988,0.0895604395604395,0.0902777777777777,False,0,0,False,minimum_lead
43,61,146,lof,lof_k50,healthy,0.9741223619750192,0.0219780219780219,0.0231481481481481,False,0,0,False,minimum_lead
43,62,145,lof,lof_k50,healthy,1.078530417862933,0.7461538461538462,0.7337962962962963,False,0,0,False,minimum_lead
43,63,144,lof,lof_k50,healthy,1.0672594164477645,0.6917582417582417,0.6782407407407407,False,0,0,False,minimum_lead
43,64,143,lof,lof_k50,healthy,1.0376425726026373,0.5335164835164835,0.5254629629629629,False,0,0,False,minimum_lead
43,65,142,lof,lof_k50,healthy,1.0658389324962372,0.6879120879120879,0.6712962962962963,False,0,0,False,minimum_lead
43,66,141,lof,lof_k50,healthy,1.063479885346464,0.6791208791208792,0.6620370370370371,False,0,0,False,minimum_lead
43,67,140,lof,lof_k50,healthy,1.1345095686386155,0.8934065934065935,0.8935185185185185,False,0,0,False,minimum_lead
43,68,139,lof,lof_k50,healthy,1.0134146775900088,0.3285714285714285,0.324074074074074,False,0,0,False,minimum_lead
43,69,138,lof,lof_k50,healthy,1.0026682761642978,0.2329670329670329,0.2453703703703703,False,0,0,False,minimum_lead
43,70,137,lof,lof_k50,healthy,1.0027751091249066,0.2329670329670329,0.2453703703703703,False,0,0,False,minimum_lead
43,71,136,lof,lof_k50,healthy,0.9888390550336636,0.1104395604395604,0.1064814814814814,False,0,0,False,minimum_lead
43,72,135,lof,lof_k50,healthy,0.9754356755516538,0.0285714285714285,0.0347222222222222,False,0,0,False,minimum_lead
43,73,134,lof,lof_k50,healthy,0.9751686198506246,0.0269230769230769,0.0347222222222222,False,0,0,False,minimum_lead
43,74,133,lof,lof_k50,healthy,1.0259497026297084,0.4434065934065934,0.4375,False,0,0,False,minimum_lead
43,75,132,lof,lof_k50,healthy,1.226229618333968,0.9802197802197802,0.9791666666666666,False,0,0,False,minimum_lead
43,76,131,lof,lof_k50,healthy,1.0291617362381908,0.4681318681318681,0.4675925925925926,False,0,0,False,minimum_lead
43,77,130,lof,lof_k50,healthy,1.0669876135795389,0.6901098901098901,0.6759259259259259,False,0,0,False,minimum_lead
