engine_id,cycle,RUL_uncapped,RUL_target_capped,RUL_prediction,absolute_residual,interval_lower,interval_upper,covered
19,1,157.0,100.0,100.0,0.0,81.58660678295693,100.0,1
19,2,156.0,100.0,95.16315789413682,4.836842105863184,76.74976467709375,100.0,1
19,3,155.0,100.0,96.62702336787711,3.372976632122885,78.21363015083405,100.0,1
19,4,154.0,100.0,96.22742354655954,3.7725764534404647,77.81403032951647,100.0,1
19,5,153.0,100.0,95.0696710865335,4.9303289134664965,76.65627786949044,100.0,1
19,6,152.0,100.0,92.26397611116738,7.736023888832619,73.85058289412432,100.0,1
19,7,151.0,100.0,91.31903606859274,8.680963931407263,72.90564285154967,100.0,1
19,8,150.0,100.0,90.12456526113147,9.875434738868535,71.7111720440884,100.0,1
19,9,149.0,100.0,87.58296423471538,12.417035765284623,69.16957101767231,100.0,1
19,10,148.0,100.0,91.52422685548406,8.47577314451594,73.110833638441,100.0,1
19,11,147.0,100.0,92.52083419325459,7.479165806745414,74.10744097621152,100.0,1
19,12,146.0,100.0,89.09029661503752,10.909703384962484,70.67690339799445,100.0,1
19,13,145.0,100.0,87.49951841682774,12.50048158317226,69.08612519978468,100.0,1
19,14,144.0,100.0,87.52736261227697,12.472637387723026,69.11396939523391,100.0,1
19,15,143.0,100.0,91.24044772613894,8.759552273861061,72.82705450909587,100.0,1
19,16,142.0,100.0,93.02398111669471,6.9760188833052865,74.61058789965165,100.0,1
19,17,141.0,100.0,97.09548915874515,2.9045108412548473,78.68209594170209,100.0,1
19,18,140.0,100.0,97.5247677373959,2.475232262604095,79.11137452035284,100.0,1
19,19,139.0,100.0,93.70319764102324,6.2968023589767625,75.28980442398017,100.0,1
19,20,138.0,100.0,95.07396484533679,4.926035154663211,76.66057162829372,100.0,1
19,21,137.0,100.0,95.671741504172,4.3282584958279955,77.25834828712894,100.0,1
19,22,136.0,100.0,98.34078597997208,1.6592140200279175,79.92739276292902,100.0,1
19,23,135.0,100.0,97.45377152878416,2.5462284712158407,79.0403783117411,100.0,1
19,24,134.0,100.0,96.96991435022761,3.0300856497723885,78.55652113318455,100.0,1
19,25,133.0,100.0,98.34898052656644,1.6510194734335641,79.93558730952337,100.0,1
19,26,132.0,100.0,99.33409498791156,0.6659050120884444,80.92070177086849,100.0,1
19,27,131.0,100.0,97.73835776248657,2.2616422375134277,79.3249645454435,100.0,1
19,28,130.0,100.0,95.35783103152352,4.642168968476483,76.94443781448045,100.0,1
19,29,129.0,100.0,95.34939665934671,4.650603340653291,76.93600344230364,100.0,1
19,30,128.0,100.0,92.49350200921909,7.506497990780915,74.08010879217602,100.0,1
19,31,127.0,100.0,93.65816724056765,6.34183275943235,75.24477402352458,100.0,1
19,32,126.0,100.0,92.87729143943233,7.122708560567673,74.46389822238926,100.0,1
19,33,125.0,100.0,96.37817527098336,3.6218247290166374,77.9647820539403,100.0,1
19,34,124.0,100.0,93.4762063810647,6.523793618935301,75.06281316402163,100.0,1
19,35,123.0,100.0,92.510224956124,7.489775043875994,74.09683173908094,100.0,1
19,36,122.0,100.0,93.45071435119318,6.549285648806816,75.03732113415012,100.0,1
19,37,121.0,100.0,93.77490700510884,6.225092994891156,75.36151378806578,100.0,1
19,38,120.0,100.0,93.1118543416803,6.888145658319701,74.69846112463723,100.0,1
19,39,119.0,100.0,91.99598227691907,8.004017723080935,73.582589059876,100.0,1
19,40,118.0,100.0,98.3344219234678,1.6655780765321992,79.92102870642474,100.0,1
19,41,117.0,100.0,97.66487461645094,2.3351253835490553,79.25148139940788,100.0,1
19,42,116.0,100.0,97.82372623596568,2.1762737640343204,79.41033301892261,100.0,1
19,43,115.0,100.0,97.14676312099445,2.85323687900555,78.73336990395138,100.0,1
19,44,114.0,100.0,98.25617578698494,1.7438242130150599,79.84278256994187,100.0,1
19,45,113.0,100.0,98.30380902584123,1.6961909741587675,79.89041580879817,100.0,1
19,46,112.0,100.0,97.10648126299762,2.893518737002381,78.69308804595455,100.0,1
19,47,111.0,100.0,99.4804959420853,0.5195040579147019,81.06710272504223,100.0,1
19,48,110.0,100.0,93.95040925585919,6.049590744140815,75.53701603881612,100.0,1
19,49,109.0,100.0,90.73712946558273,9.262870534417274,72.32373624853966,100.0,1
19,50,108.0,100.0,92.65198204754942,7.348017952450576,74.23858883050636,100.0,1
19,51,107.0,100.0,92.90659547122617,7.093404528773831,74.4932022541831,100.0,1
19,52,106.0,100.0,95.22131138535214,4.778688614647862,76.80791816830907,100.0,1
19,53,105.0,100.0,94.65510058290727,5.3448994170927335,76.2417073658642,100.0,1
19,54,104.0,100.0,92.01951186181061,7.980488138189386,73.60611864476755,100.0,1
19,55,103.0,100.0,92.23821864737158,7.761781352628418,73.82482543032852,100.0,1
19,56,102.0,100.0,90.98572923622518,9.014270763774817,72.57233601918212,100.0,1
19,57,101.0,100.0,94.91630419541248,5.083695804587521,76.50291097836941,100.0,1
19,58,100.0,100.0,94.45611729416571,5.543882705834292,76.04272407712264,100.0,1
19,59,99.0,99.0,93.76080824533983,5.239191754660169,75.34741502829677,100.0,1
19,60,98.0,98.0,93.23309026858071,4.76690973141929,74.81969705153764,100.0,1
19,61,97.0,97.0,88.53580213646902,8.464197863530984,70.12240891942595,100.0,1
19,62,96.0,96.0,89.89806163050447,6.101938369495528,71.4846684134614,100.0,1
19,63,95.0,95.0,79.00886233613494,15.99113766386506,60.595469119091874,97.422255553178,1
19,64,94.0,94.0,85.27805525896252,8.721944741037476,66.86466204191946,100.0,1
19,65,93.0,93.0,88.59930507968106,4.400694920318941,70.185911862638,100.0,1
19,66,92.0,92.0,91.36022082790602,0.6397791720939807,72.94682761086295,100.0,1
19,67,91.0,91.0,82.42173125511022,8.578268744889783,64.00833803806715,100.0,1
19,68,90.0,90.0,80.8978121638678,9.102187836132202,62.48441894682473,99.31120538091086,1
19,69,89.0,89.0,82.28845643835129,6.7115435616487105,63.875063221308224,100.0,1
19,70,88.0,88.0,88.90122881046271,0.9012288104627117,70.48783559341965,100.0,1
19,71,87.0,87.0,85.99055281803972,1.009447181960283,67.57715960099665,100.0,1
19,72,86.0,86.0,86.4982085235757,0.49820852357569834,68.08481530653263,100.0,1
